t,x,y,heading,distance,velocity,acceleration,curvature,path,voltage,current
0,-1.02559e-14,0,-7.60125e-06,0,0,32.2598,0,0,,
0,,,,,-3.406,-32.2598,,-1,,
0,,,,,3.406,32.2598,,-1,,
0,3.80062e-06,0.5,,,0,32.2598,,1,12,262
0,-3.80062e-06,-0.5,,,0,32.2598,,2,12,262
0,0,0,0,,,,,3,,
0.01,-1.02559e-14,0,-7.60125e-06,0.00161299,0.322598,32.2598,0,0,,
0.01,,,,,-3.406,-32.2598,,-1,,
0.01,,,,,3.406,32.2598,,-1,,
0.01,3.80062e-06,0.5,,,0.322598,32.2101,,1,13.1181,261.596
0.01,-3.80062e-06,-0.5,,,0.322598,32.3095,,2,13.1551,262.404
0.01,0.00322598,0,0,,,,,3,,
0.02,0.00161299,-6.18041e-09,-6.20374e-08,0.00629919,0.614642,29.2044,0.0015408,0,,
0.02,,,,,-3.40338,-29.2044,,-1,,
0.02,,,,,3.40338,29.2044,,-1,,
0.02,0.00161302,0.5,,,0.614169,29.0014,,1,12.9518,235.537
0.02,0.00161296,-0.5,,,0.615116,29.4073,,2,13.1061,238.833
0.02,0.0093724,5.82092e-08,9.47043e-06,,,,,3,,
0.03,0.00629919,4.48511e-08,2.18415e-05,0.0137675,0.879025,26.4383,0.00601728,0,,
0.03,,,,,-3.39579,-26.4383,,-1,,
0.03,,,,,3.39579,26.4383,,-1,,
0.03,0.00628827,0.5,,,0.87638,25.9897,,1,12.7553,211.077
0.03,0.00631012,-0.5,,,0.88167,26.8869,,2,13.1077,218.363
0.03,0.0181627,6.06402e-07,6.23638e-05,,,,,3,,
0.04,0.0137675,4.12872e-07,9.39497e-05,0.0237545,1.11837,23.9342,0.0131123,0,,
0.04,,,,,-3.38382,-23.9342,,-1,,
0.04,,,,,3.38382,23.9342,,-1,,
0.04,0.0137206,0.5,,,1.11103,23.186,,1,12.5391,188.306
0.04,0.0138145,-0.5,,,1.1257,24.6824,,2,13.1474,200.459
0.04,0.0293463,2.94387e-06,0.000209007,,,,,3,,
0.05,0.0237545,2.12924e-06,0.000272167,0.0360215,1.33504,21.6673,0.0225118,0,,
0.05,,,,,-3.36809,-21.6673,,-1,,
0.05,,,,,3.36809,21.6673,,-1,,
0.05,0.0236184,0.500002,,,1.32001,20.5899,,1,12.3097,167.222
0.05,0.0238906,-0.499998,,,1.35007,22.7447,,2,13.2171,184.722
0.05,0.0426967,9.74655e-06,0.000509549,,,,,3,,
0.06,0.0360215,7.41472e-06,0.000617168,0.0503527,1.53119,19.6151,0.0339148,0,,
0.06,,,,,-3.34921,-19.6151,,-1,,
0.06,,,,,3.34921,19.6151,,-1,,
0.06,0.0357129,0.500007,,,1.50523,18.1983,,1,12.0726,147.799
0.06,0.0363301,-0.499992,,,1.55716,21.0318,,2,13.3096,170.811
0.06,0.0580086,2.55002e-05,0.00102885,,,,,3,,
0.07,0.0503527,2.01517e-05,0.00119394,0.0665524,1.70876,17.7572,0.047029,0,,
0.07,,,,,-3.32775,-17.7572,,-1,,
0.07,,,,,3.32775,17.7572,,-1,,
0.07,0.0497557,0.50002,,,1.66858,16.0217,,1,11.8385,130.121
0.07,0.0509496,-0.499979,,,1.74894,19.4928,,2,13.4128,158.312
0.07,0.0750962,5.68126e-05,0.00183246,,,,,3,,
0.08,0.0665524,4.6342e-05,0.00207498,0.0844438,1.86952,16.0754,0.0615625,0,,
0.08,,,,,-3.30429,-16.0754,,-1,,
0.08,,,,,3.30429,16.0754,,-1,,
0.08,0.0655149,0.500045,,,1.81197,14.023,,1,11.6002,113.888
0.08,0.0675899,-0.499953,,,1.92706,18.1278,,2,13.5326,147.225
0.08,0.0937913,0.000112587,0.00298339,,,,,3,,
0.09,0.0844437,9.41718e-05,0.00332072,0.103867,2.01504,14.5528,0.077244,0,,
0.09,,,,,-3.27935,-14.5528,,-1,,
0.09,,,,,3.27935,14.5528,,-1,,
0.09,0.0827834,0.500091,,,1.93722,12.2296,,1,11.3744,99.3237
0.09,0.0861041,-0.499903,,,2.09287,16.8759,,2,13.6511,137.059
0.09,0.113942,0.000204068,0.00453989,,,,,3,,
0.1,0.103866,0.00017424,0.00498313,0.124676,2.14679,13.1744,0.093819,0,,
0.1,,,,,-3.25339,-13.1744,,-1,,
0.1,,,,,3.25339,13.1744,,-1,,
0.1,0.101375,0.500168,,,2.04608,10.6148,,1,11.1572,86.209
0.1,0.106358,-0.49982,,,2.24749,15.734,,2,13.7711,127.785
0.1,0.135409,0.000344767,0.00655398,,,,,3,,
0.11,0.124675,0.000299449,0.00711391,0.14674,2.26605,11.9266,0.111037,0,,
0.11,,,,,-3.22685,-11.9266,,-1,,
0.11,,,,,3.22685,11.9266,,-1,,
0.11,0.121118,0.500287,,,2.14025,9.16739,,1,10.9506,74.4535
0.11,0.128232,-0.499688,,,2.39186,14.6858,,2,13.8898,119.272
0.11,0.158069,0.000550298,0.00907014,,,,,3,,
0.12,0.146739,0.00048486,0.00975274,0.16994,2.37402,10.797,0.128668,0,,
0.12,,,,,-3.20013,-10.797,,-1,,
0.12,,,,,3.20013,10.797,,-1,,
0.12,0.141862,0.500461,,,2.22129,7.91381,,1,10.7698,64.2724
0.12,0.151615,-0.499491,,,2.52675,13.6802,,2,13.991,111.104
0.12,0.181807,0.000838136,0.0121247,,,,,3,,
0.13,0.169937,0.000747503,0.0129544,0.194169,2.47177,9.77436,0.146453,0,,
0.13,,,,,-3.17361,-9.77436,,-1,,
0.13,,,,,3.17361,9.77436,,-1,,
0.13,0.16346,0.500706,,,2.29077,6.7703,,1,10.5892,54.9853
0.13,0.176414,-0.499211,,,2.65277,12.7784,,2,14.0995,103.781
0.13,0.206522,0.00122729,0.0157447,,,,,3,,
0.14,0.194164,0.00110606,0.016717,0.219329,2.56025,8.84859,0.164236,0,,
0.14,,,,,-3.14754,-8.84859,,-1,,
0.14,,,,,3.14754,8.84859,,-1,,
0.14,0.185806,0.501036,,,2.35001,5.75885,,1,10.4217,46.7708
0.14,0.202522,-0.498824,,,2.7705,11.9383,,2,14.2018,96.9577
0.14,0.232119,0.00173802,0.0199496,,,,,3,,
0.15,0.219319,0.00158052,0.0210755,0.245333,2.64036,8.0105,0.181796,0,,
0.15,,,,,-3.1222,-8.0105,,-1,,
0.15,,,,,3.1222,8.0105,,-1,,
0.15,0.208782,0.501469,,,2.40036,4.91838,,1,10.2864,39.9449
0.15,0.229856,-0.498308,,,2.88036,11.1026,,2,14.278,90.1705
0.15,0.258515,0.00239143,0.0247496,,,,,3,,
0.16,0.245315,0.00219186,0.0260217,0.272099,2.71288,7.25178,0.198997,0,,
0.16,,,,,-3.09778,-7.25178,,-1,,
0.16,,,,,3.09778,7.25178,,-1,,
0.16,0.232306,0.502023,,,2.44295,4.1944,,1,10.1672,34.0651
0.16,0.258325,-0.497639,,,2.9828,10.3092,,2,14.3438,83.7264
0.16,0.285631,0.00320919,0.0301482,,,,,3,,
0.17,0.27207,0.00296169,0.0315793,0.299556,2.77853,6.56493,0.215637,0,,
0.17,,,,,-3.07451,-6.56493,,-1,,
0.17,,,,,3.07451,6.56493,,-1,,
0.17,0.256283,0.502712,,,2.47895,3.51926,,1,10.0429,28.5819
0.17,0.287857,-0.496789,,,3.0781,9.61061,,2,14.4197,78.0531
0.17,0.313398,0.00421312,0.0361397,,,,,3,,
0.18,0.299511,0.00391187,0.0377237,0.327638,2.83796,5.94314,0.231624,0,,
0.18,,,,,-3.05249,-5.94314,,-1,,
0.18,,,,,3.05249,5.94314,,-1,,
0.18,0.280653,0.503556,,,2.50929,2.99199,,1,9.95366,24.2996
0.18,0.318368,-0.495732,,,3.16663,8.89429,,2,14.4651,72.2354
0.18,0.341752,0.00542494,0.0427131,,,,,3,,
0.19,0.32757,0.00506422,0.0444438,0.356287,2.89176,5.38024,0.24684,0,,
0.19,,,,,-3.03182,-5.38024,,-1,,
0.19,,,,,3.03182,5.38024,,-1,,
0.19,0.305355,0.50457,,,2.53486,2.54876,,1,9.87887,20.6999
0.19,0.349784,-0.494442,,,3.24866,8.21172,,2,14.5002,66.6919
0.19,0.370634,0.00686591,0.0498511,,,,,3,,
0.2,0.356185,0.00644022,0.0517234,0.385448,2.94047,4.87065,0.261195,0,,
0.2,,,,,-3.01257,-4.87065,,-1,,
0.2,,,,,3.01257,4.87065,,-1,,
0.2,0.330335,0.505772,,,2.55645,2.16436,,1,9.81195,17.5779
0.2,0.382035,-0.492891,,,3.32448,7.57694,,2,14.5313,61.5365
0.2,0.39999,0.00855667,0.0575315,,,,,3,,
0.21,0.385301,0.00806068,0.0595379,0.415073,2.98456,4.40933,0.274595,0,,
0.21,,,,,-2.99482,-4.40933,,-1,,
0.21,,,,,2.99482,4.40933,,-1,,
0.21,0.35555,0.507175,,,2.57479,1.86042,,1,9.7635,15.1095
0.21,0.415052,-0.491053,,,3.39433,6.95824,,2,14.5472,56.5117
0.21,0.429771,0.0105169,0.0657269,,,,,3,,
0.22,0.414866,0.00994559,0.0678589,0.444867,2.97859,0,0.286993,0,,
0.22,,,,,-2.97859,-3.9917,,-1,,
0.22,,,,,2.97859,3.9917,,-1,,
0.22,0.380963,0.508795,,,2.55117,-1.75112,,1,8.33688,-14.2218
0.22,0.448769,-0.488904,,,3.406,1.75112,,2,12.6514,14.2218
0.22,0.459474,0.0127272,0.0742752,,,,,3,,
0.23,0.444582,0.0120946,0.0765807,0.474523,2.96399,0,0.298255,0,,
0.23,,,,,-2.96399,-4.04826,,-1,,
0.23,,,,,2.96399,4.04826,,-1,,
0.23,0.406329,0.510629,,,2.52198,-1.58516,,1,8.29577,-12.874
0.23,0.482835,-0.48644,,,3.406,1.58516,,2,12.5896,12.874
0.23,0.489012,0.0151879,0.0831155,,,,,3,,
0.24,0.474141,0.0144958,0.0855783,0.504049,2.95109,0,0.308304,0,,
0.24,,,,,-2.95109,-4.1865,,-1,,
0.24,,,,,2.95109,4.1865,,-1,,
0.24,0.431404,0.512666,,,2.49617,-1.39917,,1,8.27403,-11.3635
0.24,0.516878,-0.483674,,,3.406,1.39917,,2,12.5205,11.3635
0.24,0.518398,0.0179054,0.0922138,,,,,3,,
0.25,0.503547,0.0171546,0.0948155,0.53346,2.93976,0,0.3172,0,,
0.25,,,,,-2.93976,-4.30872,,-1,,
0.25,,,,,2.93976,4.30872,,-1,,
0.25,0.45621,0.514909,,,2.47351,-1.22342,,1,8.25957,-9.93608
0.25,0.550884,-0.4806,,,3.406,1.22342,,2,12.4551,9.93608
0.25,0.547644,0.0208853,0.101539,,,,,3,,
0.26,0.532813,0.0200768,0.104262,0.562771,2.92989,0,0.325007,0,,
0.26,,,,,-2.92989,-4.41602,,-1,,
0.26,,,,,2.92989,4.41602,,-1,,
0.26,0.480776,0.517362,,,2.45377,-1.0577,,1,8.25166,-8.5902
0.26,0.584849,-0.477208,,,3.406,1.0577,,2,12.3934,8.5902
0.26,0.576762,0.0241325,0.111061,,,,,3,,
0.27,0.561949,0.0232671,0.11389,0.591996,2.92137,0,0.331785,0,,
0.27,,,,,-2.92137,-4.50952,,-1,,
0.27,,,,,2.92137,4.50952,,-1,,
0.27,0.505127,0.520028,,,2.43674,-0.926288,,1,8.24053,-7.5229
0.27,0.618771,-0.473494,,,3.406,0.926288,,2,12.3446,7.5229
0.27,0.605763,0.0276516,0.120754,,,,,3,,
0.28,0.590968,0.0267298,0.123673,0.621147,2.91412,0,0.337591,0,,
0.28,,,,,-2.91412,-4.59019,,-1,,
0.28,,,,,2.91412,4.59019,,-1,,
0.28,0.529289,0.522911,,,2.42223,-0.778701,,1,8.2443,-6.32426
0.28,0.652647,-0.469451,,,3.406,0.778701,,2,12.2897,6.32426
0.28,0.634656,0.0314464,0.130592,,,,,3,,
0.29,0.619878,0.0304688,0.133588,0.650235,2.90802,0,0.342493,0,,
0.29,,,,,-2.90802,-4.65891,,-1,,
0.29,,,,,2.90802,4.65891,,-1,,
0.29,0.553282,0.526014,,,2.41003,-0.640526,,1,8.25273,-5.20206
0.29,0.686473,-0.465076,,,3.406,0.640526,,2,12.2383,5.20206
0.29,0.66345,0.0355202,0.140551,,,,,3,,
0.3,0.648687,0.0344873,0.143612,0.679272,2.903,0,0.346542,0,,
0.3,,,,,-2.903,-4.71667,,-1,,
0.3,,,,,2.903,4.71667,,-1,,
0.3,0.577128,0.52934,,,2.39999,-0.532146,,1,8.25769,-4.32185
0.3,0.720246,-0.460366,,,3.406,0.532146,,2,12.1979,4.32185
0.3,0.692151,0.039876,0.150611,,,,,3,,
0.31,0.677404,0.0387881,0.153723,0.708269,2.89898,0,0.349799,0,,
0.31,,,,,-2.89898,-4.76419,,-1,,
0.31,,,,,2.89898,4.76419,,-1,,
0.31,0.600845,0.532892,,,2.39195,-0.410804,,1,8.27447,-3.33637
0.31,0.753963,-0.455316,,,3.406,0.410804,,2,12.1528,3.33637
0.31,0.720767,0.0445161,0.160752,,,,,3,,
0.32,0.706035,0.0433735,0.163905,0.737233,2.89587,0,0.352316,0,,
0.32,,,,,-2.89587,-4.80231,,-1,,
0.32,,,,,2.89587,4.80231,,-1,,
0.32,0.624449,0.536672,,,2.38574,-0.316299,,1,8.28777,-2.56884
0.32,0.787621,-0.449925,,,3.406,0.316299,,2,12.1177,2.56884
0.32,0.749304,0.0494426,0.170955,,,,,3,,
0.33,0.734587,0.0482457,0.174137,0.766174,2.89362,0,0.35415,0,,
0.33,,,,,-2.89362,-4.83169,,-1,,
0.33,,,,,2.89362,4.83169,,-1,,
0.33,0.647957,0.540684,,,2.38123,-0.210918,,1,8.31107,-1.71298
0.33,0.821216,-0.444193,,,3.406,0.210918,,2,12.0785,1.71298
0.33,0.777766,0.0546573,0.181202,,,,,3,,
0.34,0.763064,0.0534061,0.184405,0.795099,2.89215,0,0.355347,0,,
0.34,,,,,-2.89215,-4.85306,,-1,,
0.34,,,,,2.89215,4.85306,,-1,,
0.34,0.671383,0.544929,,,2.37829,-0.129442,,1,8.33102,-1.05127
0.34,0.854745,-0.438117,,,3.406,0.129442,,2,12.0481,1.05127
0.34,0.806159,0.0601614,0.191479,,,,,3,,
0.35,0.791471,0.058856,0.194694,0.824016,2.89139,0,0.355961,0,,
0.35,,,,,-2.89139,-4.86698,,-1,,
0.35,,,,,2.89139,4.86698,,-1,,
0.35,0.694737,0.549409,,,2.37678,-0.0536156,,1,8.3539,-0.435442
0.35,0.888204,-0.431697,,,3.406,0.0536156,,2,12.0199,0.435442
0.35,0.834486,0.0659559,0.201772,,,,,3,,
0.36,0.819812,0.0645965,0.20499,0.852932,2.8913,0,0.356038,0,,
0.36,,,,,-2.8913,-4.87413,,-1,,
0.36,,,,,2.8913,4.87413,,-1,,
0.36,0.718034,0.554128,,,2.37659,0.0301865,,1,8.38442,0.245162
0.36,0.921591,-0.424935,,,3.406,-0.0301865,,2,11.9888,-0.245162
0.36,0.862751,0.0720415,0.212066,,,,,3,,
0.37,0.848092,0.070628,0.21528,0.881852,2.89181,0,0.355621,0,,
0.37,,,,,-2.89181,-4.87502,,-1,,
0.37,,,,,2.89181,4.87502,,-1,,
0.37,0.741281,0.559086,,,2.37762,0.0942441,,1,8.41185,0.765408
0.37,0.954902,-0.41783,,,3.406,-0.0942441,,2,11.9649,-0.765408
0.37,0.890958,0.0784186,0.22235,,,,,3,,
0.38,0.876312,0.076951,0.225553,0.910782,2.89287,0,0.354757,0,,
0.38,,,,,-2.89287,-4.87017,,-1,,
0.38,,,,,2.89287,4.87017,,-1,,
0.38,0.764489,0.564286,,,2.37974,0.153251,,1,8.44128,1.24463
0.38,0.988135,-0.410384,,,3.406,-0.153251,,2,11.943,-1.24463
0.38,0.919107,0.0850872,0.232612,,,,,3,,
0.39,0.904475,0.0835655,0.235799,0.939727,2.89443,0,0.353485,0,,
0.39,,,,,-2.89443,-4.86012,,-1,,
0.39,,,,,2.89443,4.86012,,-1,,
0.39,0.787665,0.56973,,,2.38286,0.207397,,1,8.47243,1.68439
0.39,1.02129,-0.402598,,,3.406,-0.207397,,2,11.9229,-1.68439
0.39,0.947202,0.0920473,0.242844,,,,,3,,
0.4,0.932585,0.0904714,0.246008,0.968692,2.89646,0,0.351843,0,,
0.4,,,,,-2.89646,-4.84532,,-1,,
0.4,,,,,2.89646,4.84532,,-1,,
0.4,0.810818,0.575418,,,2.38691,0.266145,,1,8.50852,2.16151
0.4,1.05435,-0.394475,,,3.406,-0.266145,,2,11.901,-2.16151
0.4,0.975245,0.0992984,0.253035,,,,,3,,
0.41,0.960641,0.0976681,0.256171,0.997681,2.89889,0,0.349869,0,,
0.41,,,,,-2.89889,-4.82618,,-1,,
0.41,,,,,2.89889,4.82618,,-1,,
0.41,0.833952,0.581352,,,2.39177,0.310245,,1,8.54208,2.51967
0.41,1.08733,-0.386016,,,3.406,-0.310245,,2,11.8846,-2.51967
0.41,1.00324,0.10684,0.263177,,,,,3,,
0.42,0.988646,0.105155,0.266281,1.0267,2.90169,0,0.347598,0,,
0.42,,,,,-2.90169,-4.80313,,-1,,
0.42,,,,,2.90169,4.80313,,-1,,
0.42,0.857074,0.587533,,,2.39738,0.350099,,1,8.57666,2.84335
0.42,1.12022,-0.377223,,,3.406,-0.350099,,2,11.8698,-2.84335
0.42,1.03118,0.114671,0.273263,,,,,3,,
0.43,1.0166,0.112931,0.276331,1.05574,2.90483,0,0.345062,0,,
0.43,,,,,-2.90483,-4.77656,,-1,,
0.43,,,,,2.90483,4.77656,,-1,,
0.43,0.880187,0.593963,,,2.40366,0.385901,,1,8.61209,3.13412
0.43,1.15302,-0.3681,,,3.406,-0.385901,,2,11.8565,-3.13412
0.43,1.05907,0.12279,0.283287,,,,,3,,
0.44,1.04451,0.120996,0.286315,1.08483,2.90827,0,0.342292,0,,
0.44,,,,,-2.90827,-4.74684,,-1,,
0.44,,,,,2.90827,4.74684,,-1,,
0.44,0.903297,0.600641,,,2.41053,0.417845,,1,8.64818,3.39355
0.44,1.18572,-0.35865,,,3.406,-0.417845,,2,11.8446,-3.39355
0.44,1.08691,0.131197,0.293242,,,,,3,,
0.45,1.07236,0.129347,0.296226,1.11394,2.91197,0,0.339317,0,,
0.45,,,,,-2.91197,-4.71431,,-1,,
0.45,,,,,2.91197,4.71431,,-1,,
0.45,0.926407,0.60757,,,2.41793,0.446123,,1,8.68476,3.62321
0.45,1.21832,-0.348875,,,3.406,-0.446123,,2,11.8341,-3.62321
0.45,1.1147,0.139889,0.303122,,,,,3,,
0.46,1.10017,0.137984,0.306061,1.1431,2.9159,0,0.336163,0,,
0.46,,,,,-2.9159,-4.67928,,-1,,
0.46,,,,,2.9159,4.67928,,-1,,
0.46,0.949519,0.614748,,,2.42579,0.470927,,1,8.72169,3.82466
0.46,1.25082,-0.338779,,,3.406,-0.470927,,2,11.8248,-3.82466
0.46,1.14244,0.148865,0.312924,,,,,3,,
0.47,1.12793,0.146905,0.315815,1.1723,2.92003,0,0.332856,0,,
0.47,,,,,-2.92003,-4.64204,,-1,,
0.47,,,,,2.92003,4.64204,,-1,,
0.47,0.972635,0.622177,,,2.43406,0.492447,,1,8.75882,3.99943
0.47,1.28323,-0.328366,,,3.406,-0.492447,,2,11.8168,-3.99943
0.47,1.17014,0.158124,0.322644,,,,,3,,
0.48,1.15564,0.156108,0.325484,1.20154,2.92434,0,0.329418,0,,
0.48,,,,,-2.92434,-4.60289,,-1,,
0.48,,,,,2.92434,4.60289,,-1,,
0.48,0.995757,0.629856,,,2.44268,0.51087,,1,8.79604,4.14906
0.48,1.31552,-0.31764,,,3.406,-0.51087,,2,11.81,-4.14906
0.48,1.19778,0.167663,0.332277,,,,,3,,
0.49,1.1833,0.165592,0.335065,1.23083,2.9288,0,0.325871,0,,
0.49,,,,,-2.9288,-4.56207,,-1,,
0.49,,,,,2.9288,4.56207,,-1,,
0.49,1.01889,0.637786,,,2.45159,0.526381,,1,8.83324,4.27503
0.49,1.34772,-0.306603,,,3.406,-0.526381,,2,11.8042,-4.27503
0.49,1.22537,0.177481,0.341821,,,,,3,,
0.5,1.21091,0.175353,0.344555,1.26016,2.93339,0,0.322235,0,,
0.5,,,,,-2.93339,-4.51983,,-1,,
0.5,,,,,2.93339,4.51983,,-1,,
0.5,1.04202,0.645966,,,2.46077,0.539161,,1,8.8703,4.37882
0.5,1.3798,-0.29526,,,3.406,-0.539161,,2,11.7994,-4.37882
0.5,1.25292,0.187574,0.351274,,,,,3,,
0.51,1.23847,0.185391,0.353953,1.28954,2.93808,0,0.318527,0,,
0.51,,,,,-2.93808,-4.47639,,-1,,
0.51,,,,,2.93808,4.47639,,-1,,
0.51,1.06517,0.654396,,,2.47015,0.549387,,1,8.90716,4.46187
0.51,1.41178,-0.283614,,,3.406,-0.549387,,2,11.7956,-4.46187
0.51,1.28041,0.197942,0.360632,,,,,3,,
0.52,1.26599,0.195703,0.363256,1.31897,2.94285,0,0.314766,0,,
0.52,,,,,-2.94285,-4.43197,,-1,,
0.52,,,,,2.94285,4.43197,,-1,,
0.52,1.08833,0.663075,,,2.4797,0.557232,,1,8.94372,4.52559
0.52,1.44365,-0.271669,,,3.406,-0.557232,,2,11.7927,-4.52559
0.52,1.30784,0.208581,0.369895,,,,,3,,
0.53,1.29344,0.206286,0.372464,1.34845,2.94769,0,0.310965,0,,
0.53,,,,,-2.94769,-4.38675,,-1,,
0.53,,,,,2.94769,4.38675,,-1,,
0.53,1.11149,0.672003,,,2.48938,0.562863,,1,8.97992,4.57132
0.53,1.4754,-0.259431,,,3.406,-0.562863,,2,11.7906,-4.57132
0.53,1.33523,0.219488,0.379062,,,,,3,,
0.54,1.32085,0.217138,0.381573,1.37797,2.95258,0,0.30714,0,,
0.54,,,,,-2.95258,-4.34091,,-1,,
0.54,,,,,2.95258,4.34091,,-1,,
0.54,1.13466,0.681178,,,2.49915,0.566442,,1,9.01568,4.60039
0.54,1.50704,-0.246902,,,3.406,-0.566442,,2,11.7893,-4.60039
0.54,1.36256,0.230663,0.38813,,,,,3,,
