t,x,y,heading,distance,velocity,acceleration,curvature,path,voltage,current
0.55,1.3482,0.228256,0.390585,1.40754,2.9575,0,0.303303,0,,
0.55,,,,,-2.9575,-4.29462,,-1,,
0.55,,,,,2.9575,4.29462,,-1,,
0.55,1.15784,0.690599,,,2.50899,0.568312,,1,9.05104,4.61558
0.55,1.53857,-0.234087,,,3.406,-0.568312,,2,11.7886,-4.61558
0.55,1.38983,0.242101,0.3971,,,,,3,,
0.56,1.3755,0.239637,0.399498,1.43717,2.96243,0,0.299465,0,,
0.56,,,,,-2.96243,-4.24803,,-1,,
0.56,,,,,2.96243,4.24803,,-1,,
0.56,1.18102,0.700266,,,2.51886,0.568588,,1,9.08592,4.61782
0.56,1.56998,-0.220991,,,3.406,-0.568588,,2,11.7885,-4.61782
0.56,1.41705,0.2538,0.405972,,,,,3,,
0.57,1.40274,0.25128,0.408312,1.46684,2.96737,0,0.295638,0,,
0.57,,,,,-2.96737,-4.20128,,-1,,
0.57,,,,,2.96737,4.20128,,-1,,
0.57,1.20421,0.710176,,,2.52874,0.567233,,1,9.12022,4.60681
0.57,1.60127,-0.207616,,,3.406,-0.567233,,2,11.789,-4.60681
0.57,1.44421,0.265757,0.414745,,,,,3,,
0.58,1.42992,0.26318,0.417028,1.49656,2.9723,0,0.29183,0,,
0.58,,,,,-2.9723,-4.1545,,-1,,
0.58,,,,,2.9723,4.1545,,-1,,
0.58,1.2274,0.720329,,,2.5386,0.564385,,1,9.1539,4.58368
0.58,1.63244,-0.193968,,,3.406,-0.564385,,2,11.7901,-4.58368
0.58,1.4713,0.27797,0.423419,,,,,3,,
0.59,1.45704,0.275336,0.425645,1.52633,2.97721,0,0.28805,0,,
0.59,,,,,-2.97721,-4.1078,,-1,,
0.59,,,,,2.97721,4.1078,,-1,,
0.59,1.25059,0.730722,,,2.54842,0.560176,,1,9.18694,4.5495
0.59,1.66349,-0.18005,,,3.406,-0.560176,,2,11.7916,-4.5495
0.59,1.49834,0.290435,0.431994,,,,,3,,
0.6,1.4841,0.287744,0.434165,1.55615,2.98209,0,0.284305,0,,
0.6,,,,,-2.98209,-4.06129,,-1,,
0.6,,,,,2.98209,4.06129,,-1,,
0.6,1.27377,0.741355,,,2.55818,0.556276,,1,9.21987,4.51782
0.6,1.69443,-0.165867,,,3.406,-0.556276,,2,11.7931,-4.51782
0.6,1.52532,0.303149,0.440473,,,,,3,,
0.61,1.5111,0.300402,0.442587,1.58602,2.98693,0,0.280604,0,,
0.61,,,,,-2.98693,-4.01507,,-1,,
0.61,,,,,2.98693,4.01507,,-1,,
0.61,1.29696,0.752225,,,2.56786,0.549921,,1,9.25162,4.46621
0.61,1.72524,-0.151422,,,3.406,-0.549921,,2,11.7954,-4.46621
0.61,1.55223,0.316111,0.448854,,,,,3,,
0.62,1.53804,0.313306,0.450913,1.61593,2.99172,0,0.276951,0,,
0.62,,,,,-2.99172,-3.96923,,-1,,
0.62,,,,,2.99172,3.96923,,-1,,
0.62,1.32014,0.763331,,,2.57744,0.542537,,1,9.28264,4.40624
0.62,1.75593,-0.136719,,,3.406,-0.542537,,2,11.7982,-4.40624
0.62,1.57907,0.329316,0.45714,,,,,3,,
0.63,1.56491,0.326454,0.459145,1.6459,2.99646,0,0.273351,0,,
0.63,,,,,-2.99646,-3.92384,,-1,,
0.63,,,,,2.99646,3.92384,,-1,,
0.63,1.34332,0.77467,,,2.58692,0.536299,,1,9.3137,4.35558
0.63,1.7865,-0.121762,,,3.406,-0.536299,,2,11.8005,-4.35558
0.63,1.60585,0.342761,0.465331,,,,,3,,
0.64,1.59171,0.339842,0.467282,1.67591,3.00114,0,0.269811,0,,
0.64,,,,,-3.00114,-3.87897,,-1,,
0.64,,,,,3.00114,3.87897,,-1,,
0.64,1.36648,0.78624,,,2.59627,0.527316,,1,9.34329,4.28263
0.64,1.81694,-0.106556,,,3.406,-0.527316,,2,11.8038,-4.28263
0.64,1.63256,0.356445,0.473428,,,,,3,,
0.65,1.61845,0.353468,0.475326,1.70596,3.00574,0,0.266332,0,,
0.65,,,,,-3.00574,-3.8347,,-1,,
0.65,,,,,3.00574,3.8347,,-1,,
0.65,1.38964,0.79804,,,2.60548,0.517587,,1,9.37213,4.20361
0.65,1.84727,-0.0911036,,,3.406,-0.517587,,2,11.8075,-4.20361
0.65,1.6592,0.370363,0.481433,,,,,3,,
0.66,1.64512,0.367329,0.48328,1.73606,3.01027,0,0.262921,0,,
0.66,,,,,-3.01027,-3.79108,,-1,,
0.66,,,,,3.01027,3.79108,,-1,,
0.66,1.41278,0.810067,,,2.61454,0.509628,,1,9.4011,4.13897
0.66,1.87746,-0.0754089,,,3.406,-0.509628,,2,11.8104,-4.13897
0.66,1.68577,0.384512,0.489348,,,,,3,,
0.67,1.67172,0.381421,0.491143,1.76621,3.01473,0,0.259578,0,,
0.67,,,,,-3.01473,-3.74815,,-1,,
0.67,,,,,3.01473,3.74815,,-1,,
0.67,1.4359,0.822318,,,2.62345,0.498757,,1,9.42843,4.05068
0.67,1.90754,-0.0594757,,,3.406,-0.498757,,2,11.8145,-4.05068
0.67,1.71227,0.398891,0.497173,,,,,3,,
0.68,1.69825,0.395743,0.49892,1.7964,3.0191,0,0.256307,0,,
0.68,,,,,-3.0191,-3.70598,,-1,,
0.68,,,,,3.0191,3.70598,,-1,,
0.68,1.45901,0.834793,,,2.63219,0.487369,,1,9.45499,3.95819
0.68,1.93748,-0.0433074,,,3.406,-0.487369,,2,11.8187,-3.95819
0.68,1.73869,0.413495,0.504912,,,,,3,,
0.69,1.7247,0.41029,0.506608,1.82663,3.02338,0,0.253111,0,,
0.69,,,,,-3.02338,-3.66458,,-1,,
0.69,,,,,3.02338,3.66458,,-1,,
0.69,1.48209,0.847487,,,2.64075,0.478202,,1,9.48176,3.88375
0.69,1.96731,-0.0269079,,,3.406,-0.478202,,2,11.8221,-3.88375
0.69,1.76504,0.428322,0.512564,,,,,3,,
0.7,1.75108,0.42506,0.514213,1.85691,3.02757,0,0.24999,0,,
0.7,,,,,-3.02757,-3.62402,,-1,,
0.7,,,,,3.02757,3.62402,,-1,,
0.7,1.50515,0.860399,,,2.64914,0.466045,,1,9.50679,3.78501
0.7,1.997,-0.0102804,,,3.406,-0.466045,,2,11.8266,-3.78501
0.7,1.79131,0.443369,0.520133,,,,,3,,
0.71,1.77738,0.440049,0.521735,1.88722,3.03167,0,0.246947,0,,
0.71,,,,,-3.03167,-3.5843,,-1,,
0.71,,,,,3.03167,3.5843,,-1,,
0.71,1.52819,0.873527,,,2.65734,0.45632,,1,9.53206,3.70603
0.71,2.02657,0.00657152,,,3.406,-0.45632,,2,11.8303,-3.70603
0.71,1.81751,0.458633,0.527619,,,,,3,,
0.72,1.80361,0.455256,0.529177,1.91758,3.03568,0,0.243983,0,,
0.72,,,,,-3.03568,-3.54547,,-1,,
0.72,,,,,3.03568,3.54547,,-1,,
0.72,1.5512,0.886868,,,2.66535,0.443591,,1,9.55555,3.60265
0.72,2.05602,0.0236446,,,3.406,-0.443591,,2,11.835,-3.60265
0.72,1.84362,0.474111,0.535026,,,,,3,,
0.73,1.82975,0.470677,0.536539,1.94797,3.03959,0,0.241098,0,,
0.73,,,,,-3.03959,-3.50753,,-1,,
0.73,,,,,3.03959,3.50753,,-1,,
0.73,1.57417,0.900418,,,2.67317,0.433455,,1,9.57931,3.52033
0.73,2.08534,0.0409354,,,3.406,-0.433455,,2,11.8388,-3.52033
0.73,1.86966,0.4898,0.542354,,,,,3,,
0.74,1.85582,0.486309,0.543824,1.97841,3.0434,0,0.238293,0,,
0.74,,,,,-3.0434,-3.47052,,-1,,
0.74,,,,,3.0434,3.47052,,-1,,
0.74,1.59711,0.914177,,,2.68079,0.420321,,1,9.60127,3.41366
0.74,2.11453,0.0584409,,,3.406,-0.420321,,2,11.8436,-3.41366
0.74,1.89561,0.505697,0.549606,,,,,3,,
0.75,1.88181,0.502149,0.551035,2.00888,3.0471,0,0.235569,0,,
0.75,,,,,-3.0471,-3.43444,,-1,,
0.75,,,,,3.0471,3.43444,,-1,,
0.75,1.62002,0.928141,,,2.6882,0.409897,,1,9.62352,3.329
0.75,2.14359,0.0761578,,,3.406,-0.409897,,2,11.8475,-3.329
0.75,1.92148,0.5218,0.556785,,,,,3,,
0.76,1.90771,0.518196,0.558172,2.03938,3.05071,0,0.232926,0,,
0.76,,,,,-3.05071,-3.39932,,-1,,
0.76,,,,,3.05071,3.39932,,-1,,
0.76,1.64289,0.942308,,,2.69542,0.396499,,1,9.64395,3.22019
0.76,2.17253,0.0940832,,,3.406,-0.396499,,2,11.8525,-3.22019
0.76,1.94726,0.538105,0.56389,,,,,3,,
0.77,1.93353,0.534444,0.565239,2.06993,3.05421,0,0.230364,0,,
0.77,,,,,-3.05421,-3.36516,,-1,,
0.77,,,,,3.05421,3.36516,,-1,,
0.77,1.66572,0.956675,,,2.70242,0.385891,,1,9.66469,3.13404
0.77,2.20134,0.112214,,,3.406,-0.385891,,2,11.8565,-3.13404
0.77,1.97296,0.55461,0.570926,,,,,3,,
0.78,1.95926,0.550893,0.572236,2.1005,3.05762,0,0.227883,0,,
0.78,,,,,-3.05762,-3.33197,,-1,,
0.78,,,,,3.05762,3.33197,,-1,,
0.78,1.68851,0.97124,,,2.70923,0.372347,,1,9.68362,3.02403
0.78,2.23002,0.130547,,,3.406,-0.372347,,2,11.8615,-3.02403
0.78,1.99857,0.571313,0.577894,,,,,3,,
0.79,1.98491,0.56754,0.579167,2.13111,3.06091,0,0.225483,0,,
0.79,,,,,-3.06091,-3.29976,,-1,,
0.79,,,,,3.06091,3.29976,,-1,,
0.79,1.71125,0.985999,,,2.71582,0.361639,,1,9.70287,2.93707
0.79,2.25857,0.14908,,,3.406,-0.361639,,2,11.8655,-2.93707
0.79,2.02409,0.58821,0.584796,,,,,3,,
0.8,2.01047,0.58438,0.586033,2.16175,3.06411,0,0.223164,0,,
0.8,,,,,-3.06411,-3.26853,,-1,,
0.8,,,,,3.06411,3.26853,,-1,,
0.8,1.73394,1.00095,,,2.72221,0.348042,,1,9.72032,2.82664
0.8,2.287,0.16781,,,3.406,-0.348042,,2,11.8705,-2.82664
0.8,2.04953,0.605299,0.591634,,,,,3,,
0.81,2.03594,0.601413,0.592836,2.19242,3.06719,0,0.220925,0,,
0.81,,,,,-3.06719,-3.23828,,-1,,
0.81,,,,,3.06719,3.23828,,-1,,
0.81,1.75658,1.01609,,,2.72838,0.337303,,1,9.73808,2.73943
0.81,2.31529,0.186733,,,3.406,-0.337303,,2,11.8745,-2.73943
0.81,2.07487,0.622578,0.59841,,,,,3,,
0.82,2.06132,0.618634,0.599579,2.22312,3.07018,0,0.218766,0,,
0.82,,,,,-3.07018,-3.20903,,-1,,
0.82,,,,,3.07018,3.20903,,-1,,
0.82,1.77917,1.03142,,,2.73435,0.326565,,1,9.75512,2.65222
0.82,2.34346,0.205848,,,3.406,-0.326565,,2,11.8785,-2.65222
0.82,2.10012,0.640043,0.605127,,,,,3,,
0.83,2.0866,0.636043,0.606263,2.25385,3.07306,0,0.216686,0,,
0.83,,,,,-3.07306,-3.18076,,-1,,
0.83,,,,,3.07306,3.18076,,-1,,
0.83,1.8017,1.04693,,,2.74011,0.313014,,1,9.77038,2.54216
0.83,2.3715,0.225151,,,3.406,-0.313014,,2,11.8836,-2.54216
0.83,2.12527,0.657692,0.611785,,,,,3,,
0.84,2.1118,0.653636,0.61289,2.28461,3.07584,0,0.214685,0,,
0.84,,,,,-3.07584,-3.15348,,-1,,
0.84,,,,,3.07584,3.15348,,-1,,
0.84,1.82418,1.06263,,,2.74567,0.30232,,1,9.78597,2.45531
0.84,2.39941,0.244642,,,3.406,-0.30232,,2,11.8875,-2.45531
0.84,2.15034,0.675524,0.618389,,,,,3,,
0.85,2.1369,0.671412,0.619464,2.31539,3.07851,0,0.212762,0,,
0.85,,,,,-3.07851,-3.12718,,-1,,
0.85,,,,,3.07851,3.12718,,-1,,
0.85,1.8466,1.07851,,,2.75102,0.28887,,1,9.7998,2.34607
0.85,2.4272,0.264317,,,3.406,-0.28887,,2,11.8925,-2.34607
0.85,2.1753,0.693534,0.624939,,,,,3,,
0.86,2.1619,0.689366,0.625984,2.3462,3.08108,0,0.210916,0,,
0.86,,,,,-3.08108,-3.10185,,-1,,
0.86,,,,,3.08108,3.10185,,-1,,
0.86,1.86896,1.09456,,,2.75615,0.278257,,1,9.81396,2.25987
0.86,2.45485,0.284173,,,3.406,-0.278257,,2,11.8965,-2.25987
0.86,2.20017,0.711722,0.631437,,,,,3,,
0.87,2.18681,0.707499,0.632455,2.37703,3.08355,0,0.209147,0,,
0.87,,,,,-3.08355,-3.07751,,-1,,
0.87,,,,,3.08355,3.07751,,-1,,
0.87,1.89125,1.11079,,,2.76109,0.267684,,1,9.82742,2.17401
0.87,2.48238,0.304209,,,3.406,-0.267684,,2,11.9004,-2.17401
0.87,2.22495,0.730085,0.637886,,,,,3,,
0.88,2.21162,0.725806,0.638878,2.40789,3.08591,0,0.207454,0,,
0.88,,,,,-3.08591,-3.05414,,-1,,
0.88,,,,,3.08591,3.05414,,-1,,
0.88,1.91348,1.12719,,,2.76582,0.254438,,1,9.83916,2.06643
0.88,2.50977,0.324423,,,3.406,-0.254438,,2,11.9054,-2.06643
0.88,2.24962,0.74862,0.644288,,,,,3,,
0.89,2.23634,0.744285,0.645254,2.43877,3.08818,0,0.205836,0,,
0.89,,,,,-3.08818,-3.03174,,-1,,
0.89,,,,,3.08818,3.03174,,-1,,
0.89,1.93564,1.14376,,,2.77035,0.243981,,1,9.85121,1.9815
0.89,2.53704,0.344812,,,3.406,-0.243981,,2,11.9092,-1.9815
0.89,2.27419,0.767325,0.650645,,,,,3,,
0.9,2.26095,0.762935,0.651587,2.46968,3.09034,0,0.204293,0,,
0.9,,,,,-3.09034,-3.01031,,-1,,
0.9,,,,,3.09034,3.01031,,-1,,
0.9,1.95773,1.1605,,,2.77467,0.233577,,1,9.86258,1.897
0.9,2.56418,0.365374,,,3.406,-0.233577,,2,11.9131,-1.897
0.9,2.29866,0.786198,0.656958,,,,,3,,
0.91,2.28546,0.781753,0.657877,2.5006,3.0924,0,0.202823,0,,
0.91,,,,,-3.0924,-2.98983,,-1,,
0.91,,,,,3.0924,2.98983,,-1,,
0.91,1.97974,1.1774,,,2.77879,0.220578,,1,9.87227,1.79143
0.91,2.59118,0.386107,,,3.406,-0.220578,,2,11.9179,-1.79143
0.91,2.32303,0.805237,0.66323,,,,,3,,
0.92,2.30987,0.800737,0.664127,2.53154,3.09436,0,0.201427,0,,
0.92,,,,,-3.09436,-2.9703,,-1,,
0.92,,,,,3.09436,2.9703,,-1,,
0.92,2.00169,1.19446,,,2.78272,0.210306,,1,9.88227,1.70801
0.92,2.61806,0.40701,,,3.406,-0.210306,,2,11.9218,-1.70801
0.92,2.34729,0.824439,0.669463,,,,,3,,
0.93,2.33418,0.819886,0.670339,2.5625,3.09622,0,0.200102,0,,
0.93,,,,,-3.09622,-2.95172,,-1,,
0.93,,,,,3.09622,2.95172,,-1,,
0.93,2.02355,1.21169,,,2.78644,0.200092,,1,9.8916,1.62506
0.93,2.64481,0.42808,,,3.406,-0.200092,,2,11.9256,-1.62506
0.93,2.37145,0.843803,0.675659,,,,,3,,
0.94,2.35838,0.839196,0.676516,2.59348,3.09799,0,0.19885,0,,
0.94,,,,,-3.09799,-2.93408,,-1,,
0.94,,,,,3.09799,2.93408,,-1,,
0.94,2.04534,1.22908,,,2.78997,0.187356,,1,9.89929,1.52162
0.94,2.67142,0.449316,,,3.406,-0.187356,,2,11.9303,-1.52162
0.94,2.39551,0.863327,0.681819,,,,,3,,
0.95,2.38248,0.858665,0.682657,2.62448,3.09965,0,0.197668,0,,
0.95,,,,,-3.09965,-2.91737,,-1,,
0.95,,,,,3.09965,2.91737,,-1,,
0.95,2.06705,1.24662,,,2.7933,0.177278,,1,9.90727,1.43977
0.95,2.69791,0.470716,,,3.406,-0.177278,,2,11.9341,-1.43977
0.95,2.41945,0.883008,0.687946,,,,,3,,
0.96,2.40647,0.878293,0.688767,2.65549,3.10122,0,0.196557,0,,
0.96,,,,,-3.10122,-2.9016,,-1,,
0.96,,,,,3.10122,2.9016,,-1,,
0.96,2.08868,1.26431,,,2.79644,0.167257,,1,9.9146,1.35839
0.96,2.72426,0.492278,,,3.406,-0.167257,,2,11.9378,-1.35839
0.96,2.44329,0.902845,0.694042,,,,,3,,
0.97,2.43035,0.898077,0.694846,2.68652,3.10269,0,0.195515,0,,
0.97,,,,,-3.10269,-2.88674,,-1,,
0.97,,,,,3.10269,2.88674,,-1,,
0.97,2.11022,1.28215,,,2.79938,0.157293,,1,9.92126,1.27746
0.97,2.75049,0.514001,,,3.406,-0.157293,,2,11.9415,-1.27746
0.97,2.46702,0.922836,0.700108,,,,,3,,
0.98,2.45413,0.918014,0.700897,2.71756,3.10407,0,0.194543,0,,
0.98,,,,,-3.10407,-2.8728,,-1,,
0.98,,,,,3.10407,2.8728,,-1,,
0.98,2.13167,1.30015,,,2.80213,0.144883,,1,9.92633,1.17668
0.98,2.77658,0.535882,,,3.406,-0.144883,,2,11.9461,-1.17668
0.98,2.49064,0.942978,0.706147,,,,,3,,
0.99,2.47779,0.938104,0.706922,2.74861,3.10535,0,0.193639,0,,
0.99,,,,,-3.10535,-2.85978,,-1,,
0.99,,,,,3.10535,2.85978,,-1,,
0.99,2.15304,1.31829,,,2.80469,0.135044,,1,9.93169,1.09676
0.99,2.80254,0.557921,,,3.406,-0.135044,,2,11.9498,-1.09676
0.99,2.51414,0.963271,0.71216,,,,,3,,
1,2.50134,0.958344,0.712922,2.77968,3.10653,0,0.192802,0,,
1,,,,,-3.10653,-2.84767,,-1,,
1,,,,,3.10653,2.84767,,-1,,
1,2.17432,1.33657,,,2.80706,0.125254,,1,9.93639,1.01726
1,2.82836,0.580117,,,3.406,-0.125254,,2,11.9534,-1.01726
1,2.53754,0.983712,0.718149,,,,,3,,
1.01,2.52478,0.978732,0.718899,2.81076,3.10762,0,0.192033,0,,
1.01,,,,,-3.10762,-2.83645,,-1,,
1.01,,,,,3.10762,2.83645,,-1,,
1.01,2.1955,1.355,,,2.80924,0.113065,,1,9.93954,0.918262
1.01,2.85406,0.602467,,,3.406,-0.113065,,2,11.9579,-0.918262
1.01,2.56082,1.0043,0.724117,,,,,3,,
1.02,2.5481,0.999268,0.724856,2.84184,3.10862,0,0.191331,0,,
1.02,,,,,-3.10862,-2.82612,,-1,,
1.02,,,,,3.10862,2.82612,,-1,,
1.02,2.21659,1.37357,,,2.81123,0.103382,,1,9.94295,0.83962
1.02,2.87962,0.62497,,,3.406,-0.103382,,2,11.9615,-0.83962
1.02,2.58398,1.02503,0.730065,,,,,3,,
1.03,2.57131,1.01995,0.730793,2.87294,3.10952,0,0.190696,0,,
1.03,,,,,-3.10952,-2.8167,,-1,,
1.03,,,,,3.10952,2.8167,,-1,,
1.03,2.23758,1.39227,,,2.81303,0.0937398,,1,9.94572,0.761313
1.03,2.90504,0.647625,,,3.406,-0.0937398,,2,11.9651,-0.761313
1.03,2.60703,1.04591,0.735994,,,,,3,,
1.04,2.59441,1.04077,0.736714,2.90404,3.11033,0,0.190126,0,,
1.04,,,,,-3.11033,-2.80816,,-1,,
1.04,,,,,3.11033,2.80816,,-1,,
1.04,2.25848,1.41111,,,2.81465,0.0841359,,1,9.94784,0.683314
1.04,2.93034,0.670431,,,3.406,-0.0841359,,2,11.9687,-0.683314
1.04,2.62995,1.06692,0.741908,,,,,3,,
1.05,2.61738,1.06174,0.74262,2.93515,3.11104,0,0.189622,0,,
1.05,,,,,-3.11104,-2.80049,,-1,,
1.05,,,,,3.11104,2.80049,,-1,,
1.05,2.27927,1.43009,,,2.81608,0.0721717,,1,9.94844,0.586146
1.05,2.95549,0.693387,,,3.406,-0.0721717,,2,11.9732,-0.586146
1.05,2.65276,1.08808,0.747807,,,,,3,,
1.06,2.64024,1.08284,0.748512,2.96627,3.11167,0,0.189184,0,,
1.06,,,,,-3.11167,-2.79371,,-1,,
1.06,,,,,3.11167,2.79371,,-1,,
1.06,2.29997,1.44919,,,2.81733,0.0626428,,1,9.94928,0.508757
1.06,2.98051,0.716491,,,3.406,-0.0626428,,2,11.9767,-0.508757
1.06,2.67545,1.10937,0.753694,,,,,3,,
1.07,2.66298,1.10409,0.754393,2.99739,3.1122,0,0.188811,0,,
1.07,,,,,-3.1122,-2.78782,,-1,,
1.07,,,,,3.1122,2.78782,,-1,,
1.07,2.32055,1.46843,,,2.81839,0.0531404,,1,9.94949,0.431582
1.07,3.0054,0.739742,,,3.406,-0.0531404,,2,11.9802,-0.431582
1.07,2.69802,1.1308,0.75957,,,,,3,,
1.08,2.68559,1.12547,0.760264,3.02852,3.11264,0,0.188502,0,,
1.08,,,,,-3.11264,-2.78279,,-1,,
1.08,,,,,3.11264,2.78279,,-1,,
1.08,2.34104,1.48779,,,2.81927,0.0436607,,1,9.94905,0.354592
1.08,3.03015,0.76314,,,3.406,-0.0436607,,2,11.9838,-0.354592
1.08,2.72047,1.15237,0.765438,,,,,3,,
1.09,2.70809,1.14698,0.766128,3.05965,3.11298,0,0.188258,0,,
1.09,,,,,-3.11298,-2.77863,,-1,,
1.09,,,,,3.11298,2.77863,,-1,,
1.09,2.36141,1.50728,,,2.81996,0.0318356,,1,9.9471,0.258554
1.09,3.05476,0.786683,,,3.406,-0.0318356,,2,11.9882,-0.258554
1.09,2.74279,1.17407,0.771298,,,,,3,,
1.1,2.73046,1.16863,0.771986,3.09079,3.11324,0,0.188078,0,,
1.1,,,,,-3.11324,-2.77534,,-1,,
1.1,,,,,3.11324,2.77534,,-1,,
1.1,2.38168,1.5269,,,2.82047,0.0223935,,1,9.94539,0.18187
1.1,3.07924,0.81037,,,3.406,-0.0223935,,2,11.9917,-0.18187
1.1,2.76498,1.1959,0.777153,,,,,3,,
1.11,2.7527,1.19042,0.777839,3.12192,3.1134,0,0.187963,0,,
1.11,,,,,-3.1134,-2.77293,,-1,,
1.11,,,,,3.1134,2.77293,,-1,,
1.11,2.40183,1.54663,,,2.8208,0.0129611,,1,9.94303,0.105264
1.11,3.10357,0.8342,,,3.406,-0.0129611,,2,11.9952,-0.105264
1.11,2.78705,1.21786,0.783005,,,,,3,,
1.12,2.77482,1.21233,0.783691,3.15306,3.11347,0,0.187912,0,,
1.12,,,,,-3.11347,-2.77138,,-1,,
